title;imdb;mid;trailer;date;directors;actors;poster;netflix_id;runtime;rating;descr;Action;Adventure;Animation;Comedy;Drama;Family;Fantasy;Mystery;Romance;Science Fiction;Thriller;class1;class2;class3
The Princess Bride;tt0093779;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e27319&bitrateid=472&vendorid=102&type=.mp4;1987;Rob Reiner;Cary Elwes, Mandy Patinkin, Chris Sarandon, Christopher Guest;http://ia.media-imdb.com/images/M/MV5BMTkzMDgyNjQwM15BMl5BanBnXkFtZTgwNTg2Mjc1MDE@._V1_.jpg;60000361;98;8.2;While home sick in bed, a young boy's grandfather reads him a story called The Princess Bride.;0;1;0;1;0;1;1;0;1;0;0;0.7;0.65;0.33
The Proposition;tt0421238;/m/08c4yn;['http://www.youtube.com/watch?v=G7V-CW_SUos'];2005;John Hillcoat;Richard Wilson, Noah Taylor, Jeremy Madrona, Jae Mamuyac;http://ia.media-imdb.com/images/M/MV5BMTAxNzkwODEwODReQTJeQWpwZ15BbWU3MDIyMjI1MzE@._V1_SX300.jpg;['70043423'];104;7.4;A lawman apprehends a notorious outlaw and gives him nine days to kill his older brother, or else they'll execute his younger brother.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
The Punisher;tt0330793;/m/088h_p;[];16/04/2004;Jonathan Hensleigh;A. Russell Andrews, Omar Avila, James Carpinello, Mark Collie;http://ia.media-imdb.com/images/M/MV5BMjI5NjcwMTQxMV5BMl5BanBnXkFtZTcwODg5ODkwNQ@@._V1_SX300.jpg;['60034557'];124;4.7;An undercover FBI agent becomes a vigilante assassin and sets out to unleash vengeance upon the corrupt businessman who slew his family.;1;0;0;0;1;0;0;0;0;0;1;0.061538462;0.329545455;0
The Queen;tt0436697;/m/0g9lm2;['http://www.spike.com/video-clips/56u6ik/the-queen-trailer'];02/09/2006;Stephen Frears;Helen Mirren, James Cromwell, Alex Jennings, Roger Allam;http://ia.media-imdb.com/images/M/MV5BMTQ3NTMxODg1Ml5BMl5BanBnXkFtZTcwMjEyMjczMQ@@._V1_SX300.jpg;['70052705'];103;6.9;After the death of Princess Diana, HM Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
The Quickie;tt0247645;/m/04j2my7;[];25/07/2001;Sergey Bodrov;Brenda Bakke, Dennis Bendersky, Sergey Bodrov Jr., John Bradford Pagano;http://ia.media-imdb.com/images/M/MV5BMTg1MzM2NDg3OV5BMl5BanBnXkFtZTcwMTEwMDEzMQ@@._V1_SX300.jpg;['60027572'];99;5.9;"A crime soap opera about a Russian mobster retiring from ""the business"" on New Year's Eve, only to discover he has been targeted for death by a rival mobster.";0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
The Reader;tt0976051;/m/03cw411;['http://www.youtube.com/watch?v=sFd488Dg0KU'];10/12/2008;Stephen Daldry;Ralph Fiennes, Jeanette Hain, David Kross, Kate Winslet;http://ia.media-imdb.com/images/M/MV5BMTM0NDQxNjA0N15BMl5BanBnXkFtZTcwNDUwMzcwMg@@._V1_SX300.jpg;['70109683'];124;7.9;Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.;0;0;0;0;1;0;0;0;1;0;0;0;0.340909091;0
The Red Shoes;tt0040725;/m/0gcq8;['http://www.youtube.com/watch?v=WFcOqyWBKYg', 'http://www.youtube.com/embed/T6Hoaol-ykM'];06/09/1948;Michael Powell, Emeric Pressburger;Marius Goring, Jean Short, Gordon Littmann, Julia Lang;http://ia.media-imdb.com/images/M/MV5BMzMzNDY4MzE1Ml5BMl5BanBnXkFtZTcwNTQzMzU0Mw@@._V1_SX300.jpg;['897781'];133;4.7;A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.;0;0;0;0;1;0;0;0;1;0;0;0;0.340909091;0
The Saddest Music in the World;tt0366996;/m/0c3_s4;['http://www.videodetective.com/movies/trailers/the-saddest-music-in-the-world-trailer/407277'];07/09/2003;Guy Maddin;Mark McKinney, Isabella Rossellini, Maria de Medeiros, David Fox;http://ia.media-imdb.com/images/M/MV5BMTU4OTM5MTcyNF5BMl5BanBnXkFtZTYwNDEzOTc2._V1_SX300.jpg;['60034805'];100;7.5;A musical of sorts set in Winnipeg during the Great Depression, where a beer baroness organizes a contest to find the saddest music in the world. Musicians from around the world descend on the city to try and win the $25,000 prize.;0;0;0;1;1;0;1;0;1;0;0;0.256410256;0.988636364;0.008368201
The Score;tt0227445;/m/01tvvm;[];09/07/2001;Frank Oz;Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett;http://ia.media-imdb.com/images/M/MV5BMTkyMDM4NjQ5OF5BMl5BanBnXkFtZTgwMTI5MDgxMTE@._V1_SX300.jpg;['60020826'];124;6.1;An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.;1;1;0;0;1;0;0;0;0;0;1;0.454700855;0.340909091;0.242677824
The Secret;tt0446463;/m/02q0vn0;[];2007;Vincent Perez;David Duchovny, Lili Taylor, Olivia Thirlby, Brendan Sexton III;http://ia.media-imdb.com/images/M/MV5BMTU2NzE5NDAwMl5BMl5BanBnXkFtZTcwNTY2Mzk1MQ@@._V1_SX300.jpg;['70100200'];132;6.1;A wife and mother passes away, and spirit returns in her daughter's body.;0;0;0;0;1;0;0;0;0;0;1;0;0.318181818;0
The Secret in Their Eyes;tt1305806;;http://video-http.media-imdb.com/MV5BMTBkMzFkNDktODE5Yi00NmZkLTgxYjMtOGFkZmRiNGI3Nzc4XkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1422388014&Signature=bAGhH~Oi-AUcNjTBZalffaqyi2btFuE4drRwMF~~YMjbA6DJtXc~YNeB1F2EqYgY3M68Ryi7tYmRETjEuIp93GIIccsBEAlT8PQnm2Gu4OBZ5kSdFN30vzSwpMgwwtJWAH5Rmrxg0Nf0CoveMUOwDWNwxWCOLPNBIf5GTKDQve0_&Key-Pair-Id=APKAILW5I44IHKUN2DYA;2009;Juan José Campanella;Soledad Villamil, Ricardo Darín, Carla Quevedo, Pablo Rago;http://ia.media-imdb.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_.jpg;70124687;129;8.3;A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.;0;0;0;0;1;0;0;1;0;0;1;0;0.32;0.9
The Sentinel;tt0443632;/m/0939j1;[];19/04/2006;Clark Johnson;Michael Douglas, Kiefer Sutherland, Eva Longoria, Martin Donovan;http://ia.media-imdb.com/images/M/MV5BMTQ4OTcyODc1N15BMl5BanBnXkFtZTcwNDE0MjYzMQ@@._V1_SX300.jpg;['70044704'];108;4.3;A Secret Service agent is framed as the mole in an assassination attempt on the President. He must clear his name and foil another assassination attempt while on the run from a Secret Service Protective Intelligence Division agent.;1;0;0;0;1;0;0;1;0;0;1;0.162393162;0.363636364;0.761506276
The Sessions;tt1866249;/m/0gyfp9c;['http://www.youtube.com/watch?v=NwjeJmh9uXY'];23/01/2012;Ben Lewin;John Hawkes, Helen Hunt, William H. Macy, Moon Bloodgood;http://ia.media-imdb.com/images/M/MV5BNzA5OTUxNDEwNF5BMl5BanBnXkFtZTcwMjczMjEzOA@@._V1_SX300.jpg;['70209251'];94;7.7;A man in an iron lung who wishes to lose his virginity contacts a professional sex surrogate with the help of his therapist and priest.;0;0;0;1;1;0;0;0;1;0;0;0.032478632;0.988636364;0
The Seventh Seal;tt0050976;;;1957;Ingmar Bergman;Gunnar Björnstrand, Bengt Ekerot, Nils Poppe, Max von Sydow;http://ia.media-imdb.com/images/M/MV5BMTUzODUyNjkxM15BMl5BanBnXkFtZTcwODA5MTM1Mg@@._V1_.jpg;17016829;96;8.3;A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.;0;0;0;0;1;0;1;0;0;0;0;0.01;0.32;0
The Shawshank Redemption;tt0111161;;http://video-http.media-imdb.com/MV5BODlhNjU1YjQtOTQyOS00MmY2LWFlZTgtODg1ZjY1N2NjNDMyXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1422389988&Signature=fSt-gSVE8Tjik4GyDrqOCIlNtEtZAh-9hesM7InDo6D14G84JSJ-~QZ6hh-QPtvhXk1TgWw7E5~rSIA4aBJqSBevfuaPQJgbbaSfOM9fVLhseqsau1R-h8JJlrkPrJ8pmeFhSrDJsjkOMLQhYwD4dBoSeiEfk9LaSzdZRbgoZB4_&Key-Pair-Id=APKAILW5I44IHKUN2DYA;1994;Frank Darabont;Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler;http://ia.media-imdb.com/images/M/MV5BODU4MjU4NjIwNl5BMl5BanBnXkFtZTgwMDU2MjEyMDE@._V1_.jpg;70005379;142;9.3;Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.;0;0;0;0;1;0;0;0;0;0;0;0;0.31;0
The Shining;tt0081505;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e13104&bitrateid=471&vendorid=102&type=.mp4;1980;Stanley Kubrick;Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers;http://ia.media-imdb.com/images/M/MV5BODMxMjE3NTA4Ml5BMl5BanBnXkFtZTgwNDc0NTIxMDE@._V1_.jpg;959008;144;8.5;A family heads to an isolated hotel for the winter where an evil and spiritual presence influences the father into violence, while his psychic son sees horrific forebodings from the past and of the future.;0;0;0;0;0;0;0;1;0;0;0;0;0;0.77
The Silence of the Lambs;tt0102926;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e10885&bitrateid=471&vendorid=102&type=.mp4;1991;Jonathan Demme;Jodie Foster, Lawrence A. Bonney, Kasi Lemmons, Lawrence T. Wrentz;http://ia.media-imdb.com/images/M/MV5BMTQ2NzkzMDI4OF5BMl5BanBnXkFtZTcwMDA0NzE1NA@@._V1_.jpg;14546747;118;8.6;A young F.B.I. cadet must confide in an incarcerated and manipulative killer to receive his help on catching another serial killer who skins his victims.;0;0;0;0;1;0;0;0;0;0;1;0;0.32;0
The Sixth Sense;tt0167404;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e12122&bitrateid=471&vendorid=102&type=.mp4;1999;M. Night Shyamalan;Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams;http://ia.media-imdb.com/images/M/MV5BMTc2MTQxNDI5MV5BMl5BanBnXkFtZTYwNjkzMDc4._V1_.jpg;26797528;107;8.2;A boy who communicates with spirits that don't know they're dead seeks the help of a disheartened child psychologist.;0;0;0;0;1;0;0;0;0;0;1;0;0.32;0
The Social Network;tt1285016;/m/07s846j;['http://www.thesocialnetwork-movie.com/'];24/09/2010;David Fincher;Jesse Eisenberg, Rooney Mara, Bryan Barter, Dustin Fitzsimons;http://ia.media-imdb.com/images/M/MV5BMTM2ODk0NDAwMF5BMl5BanBnXkFtZTcwNTM1MDc2Mw@@._V1_SX300.jpg;['70132721'];120;7.9;Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, but is later sued by two brothers who claimed he stole their idea, and the cofounder who was later squeezed out of the business.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
The Specialist;tt0111255;/m/074rg9;[];07/10/1994;Luis Llosa;Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger;http://ia.media-imdb.com/images/M/MV5BMTA5ODg3NTMzODZeQTJeQWpwZ15BbWU2MDA5MDg2OA@@._V1_SX300.jpg;['988095'];110;3.9;A woman entices a bomb expert she's involved with into destroying the mafia that killed her family.;1;0;0;0;0;0;0;0;0;0;1;0.295726496;0;0.694560669
The Spirit;tt0831887;/m/0fldjy;[];25/12/2008;Frank Miller;Jaime King, Gabriel Macht, Dan Gerrity, Arthur the Cat;http://ia.media-imdb.com/images/M/MV5BNDcyMTc1NzgwNF5BMl5BanBnXkFtZTcwNzUyMDUwMg@@._V1_SX300.jpg;['70099112'];103;4.2;Rookie cop Denny Colt returns from the beyond as The Spirit, a hero whose mission is to fight against the bad forces in Central City.;1;0;0;1;0;0;1;0;0;0;1;0.54017094;0.613636364;0.589958159
The Sting;tt0070735;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e11124&bitrateid=471&vendorid=102&type=.mp4;1973;George Roy Hill;Paul Newman, Robert Redford, Robert Shaw, Charles Durning;http://ia.media-imdb.com/images/M/MV5BMTY5MjM1OTAyOV5BMl5BanBnXkFtZTgwMDkwODg4MDE@._V1._CR52,57,915,1388_.jpg;1001011;129;8.4;In 1930s Chicago, a young con man seeking revenge for his murdered partner teams up with a master of the big con to win a fortune from a criminal banker.;1;0;0;1;1;0;0;0;0;0;0;0.04;0.74;0
The Terminator;tt0088247;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e12102&bitrateid=471&vendorid=102&type=.mp4;1984;James Cameron;Arnold Schwarzenegger, Michael Biehn, Linda Hamilton, Paul Winfield;http://ia.media-imdb.com/images/M/MV5BODE1MDczNTUxOV5BMl5BanBnXkFtZTcwMTA0NDQyNA@@._V1_.jpg;1032625;107;8.1;A human-looking indestructible cyborg is sent from 2029 to 1984 to assassinate a waitress, whose unborn son will lead humanity in a war against the machines, while a soldier from that war is sent to protect her at all costs.;1;0;0;0;0;0;0;0;0;1;0;0.32;0.01;0.07
The Thing;tt0084787;;;1982;John Carpenter;Kurt Russell, Wilford Brimley, T.K. Carter, David Clennon;http://ia.media-imdb.com/images/M/MV5BMjE1OTIzMjUxNV5BMl5BanBnXkFtZTgwOTUwNzMxMDE@._V1_.jpg;1038926;109;8.2;Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills.;0;0;0;0;0;0;0;1;0;1;1;0.13;0.01;1
The Third Man;tt0041959;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e14457&bitrateid=471&vendorid=102&type=.mp4;1949;Carol Reed;Joseph Cotten, Alida Valli, Orson Welles, Trevor Howard;http://ia.media-imdb.com/images/M/MV5BMjk3ODQ3NDg0OV5BMl5BanBnXkFtZTgwMTQwNDE3MzE@._V1._CR18,0,336,498_.jpg;1039377;93;8.3;Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, black-market opportunist Harry Lime.;0;0;0;0;1;0;0;1;0;0;1;0;0.32;0.9
The Town;tt0840361;/m/07kh6f3;['http://www.youtube.com/watch?v=eECq3J7L4gw'];08/09/2010;Ben Affleck;Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner;http://ia.media-imdb.com/images/M/MV5BMTcyNzcxODg3Nl5BMl5BanBnXkFtZTcwMTUyNjQ3Mw@@._V1_SX300.jpg;['70127227'];125;7.7;As he plans his next job, a longtime thief tries to balance his feelings for a bank manager connected to one of his earlier heists, as well as the FBI agent looking to bring him and his crew down.;0;0;0;0;1;0;0;0;0;0;1;0;0.318181818;0
The Treasure of the Sierra Madre;tt0040897;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e61092&bitrateid=471&vendorid=102&type=.mp4;1948;John Huston;Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett;http://ia.media-imdb.com/images/M/MV5BMTQ4MzUzOTYwOV5BMl5BanBnXkFtZTgwNDA4MzgyMjE@._V1_.jpg;60011404;126;8.4;Fred Dobbs and Bob Curtin, two Americans searching for work in Mexico, convince an old prospector to help them mine for gold in the Sierra Madre Mountains.;1;1;0;0;1;0;0;0;0;0;0;0.24;0.34;0
The Tree of Life;tt0478304;/m/03qnc6q;['http://youtu.be/WXRYA1dxP_0'];16/05/2011;Terrence Malick;Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken;http://ia.media-imdb.com/images/M/MV5BNTgyNTQzMDEwNV5BMl5BanBnXkFtZTcwMTQxNjI4NA@@._V1_SX300.jpg;['70116681'];139;5.1;The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.;0;0;0;0;1;0;1;0;0;0;0;0.011965812;0.329545455;0
The Trip;tt0062395;/m/033llr;['https://www.youtube.com/watch?v=-o6lKLTzcpc'];23/08/1967;Roger Corman;Peter Fonda, Susan Strasberg, Bruce Dern, Dennis Hopper;http://ia.media-imdb.com/images/M/MV5BMjE4MTEzMjI3NV5BMl5BanBnXkFtZTgwNTkzNzY3MjE@._V1_SX300.jpg;['70075002'];85;5.2;Paul Groves (Peter Fonda), a television commercial director, is in the midst of a personality crisis. His wife Sally (Susan Strasberg) has left him and he seeks the help of his friend John ...;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
The Truman Show;tt0120382;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e10044&bitrateid=471&vendorid=102&type=.mp4;1998;Peter Weir;Jim Carrey, Laura Linney, Noah Emmerich, Natascha McElhone;http://ia.media-imdb.com/images/M/MV5BMTM4NjY2MTEzM15BMl5BanBnXkFtZTcwMTk2Njk3OA@@._V1_.jpg;11819086;103;8;An insurance salesman/adjuster discovers his entire life is actually a T.V. show.;0;0;0;1;1;0;1;0;0;1;0;0.27;0.8;0.22
The Tunnel;tt1735485;/m/0ggl16s;[];18/05/2011;Carlo Ledesma;Bel Deliá, Andy Rodoreda, Steve Davis, Luke Arnold;http://ia.media-imdb.com/images/M/MV5BMTY3NTEwNTQ3NV5BMl5BanBnXkFtZTcwMTAyOTM0NA@@._V1_SX300.jpg;[];90;5.7;An investigation into a government cover-up leads to a network of abandoned train tunnels deep beneath the heart of Sydney. As a journalist and her crew hunt for the story it quickly becomes clear the story is hunting them.;0;0;0;0;0;0;0;1;0;0;1;0.008547009;0;0.912133891
The Ultimate Gift;tt0482629;/m/0dc284;[];20/10/2006;Michael O. Sajbel;James Garner, Bill Cobbs, Lee Meriwether, George Lee;http://ia.media-imdb.com/images/M/MV5BMTIwMzc5ODc3NF5BMl5BanBnXkFtZTcwNTk0OTM1MQ@@._V1_SX300.jpg;['70063587'];114;6.9;"A deceased billionaire leaves his spoiled adult grandson a series of odd tasks to perform in order to receive ""the ultimate gift,"" with the resentful grandson having no idea what that might be.";0;0;0;0;1;1;0;0;0;0;0;0;0.318181818;0
The Usual Suspects;tt0114814;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e10756&bitrateid=472&vendorid=102&type=.mp4;1995;Bryan Singer;Stephen Baldwin, Gabriel Byrne, Benicio Del Toro, Kevin Pollak;http://ia.media-imdb.com/images/M/MV5BMzI1MjI5MDQyOV5BMl5BanBnXkFtZTcwNzE4Mjg3NA@@._V1_.jpg;1084379;106;8.7;A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which begin when five criminals meet at a seemingly random police lineup.;0;0;0;0;0;0;0;1;0;0;1;0.01;0;0.91
The Veteran;tt0493322;/m/04j0q86;[];07/12/2006;Sidney J. Furie;Ally Sheedy, Bobby Hosea, Michael Ironside, Colin Glazer;http://ia.media-imdb.com/images/M/MV5BMTEwNTg3NDUzMDFeQTJeQWpwZ15BbWU3MDQ3ODY1NDE@._V1_SX300.jpg;['70059849'];90;5.6;Plot soon available for this movie.;1;0;0;0;1;0;0;0;0;0;1;0.061538462;0.329545455;0
The Wages of Fear;tt0046268;;;1953;Henri-Georges Clouzot;Yves Montand, Charles Vanel, Folco Lulli, Peter van Eyck;http://ia.media-imdb.com/images/M/MV5BMTQ5MzkyNDgyMF5BMl5BanBnXkFtZTgwODg2MTMzMjE@._V1_.jpg;1100354;131;8.3;In a decrepit South American village, men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.;0;1;0;0;1;0;0;0;0;0;1;0.02;0.34;0.23
The Warrior's Way;tt1032751;/m/064kjlz;[];01/12/2010;Sngmoo Lee;Dong-gun Jang, Kate Bosworth, Geoffrey Rush, Danny Huston;http://ia.media-imdb.com/images/M/MV5BMTgwNzkzNjA4M15BMl5BanBnXkFtZTcwMzczNDUwNA@@._V1_SX300.jpg;['70118355'];100;6.7;A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.;1;0;0;0;0;0;1;0;0;0;1;0.466666667;0.005681818;0.828451883
The Weakness of the Bolshevik;tt0385703;/m/0cgjzkq;[];31/10/2003;Manuel Martín Cuenca;Luis Tosar, Mar Regueras, María Valverde, Rubén Ochandiano;http://ia.media-imdb.com/images/M/MV5BMzQ3ODM4MzY2OF5BMl5BanBnXkFtZTcwNzkyNDMzMQ@@._V1_SX300.jpg;[];95;6.4;Based on a novel by Lorenzo Silva, this movie deals with the unusual and tragic relationship between a frustrated businessman and a 14-year-old student. After crashing into the rear of the ...;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
The Wicker Man;tt0070917;/m/0bm7x;['https://www.youtube.com/watch?v=5FdV-O8o7ok&feature=youtu.be'];1973;Robin Hardy;Edward Woodward, Christopher Lee, Diane Cilento, Britt Ekland;http://ia.media-imdb.com/images/M/MV5BMTU2MzEzNjU4Nl5BMl5BanBnXkFtZTcwNzc1NTYzMQ@@._V1_SX300.jpg;['60021185'];88;3.5;A police sergeant is sent to a Scottish island village in search of a missing girl whom the townsfolk claim never existed. Stranger still are the rites that take place there.;0;0;0;0;0;0;0;1;0;0;1;0.008547009;0;0.912133891
The Wild Blue Yonder;tt0044216;/m/0b328w2;[];05/12/1951;Allan Dwan;Wendell Corey, Vera Ralston, Forrest Tucker, Phil Harris;http://ia.media-imdb.com/images/M/MV5BMTcyNzk0NDc1Ml5BMl5BanBnXkFtZTYwMzg3NDE5._V1_SX300.jpg;[];98;6;Plot soon available for this movie.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
The Wizard of Oz;tt0032138;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e129471&bitrateid=472&vendorid=102&type=.mp4;1939;Victor Fleming, George Cukor, Mervyn LeRoy, Norman Taurog, King Vidor;Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr;http://ia.media-imdb.com/images/M/MV5BMTU0MTA2OTIwNF5BMl5BanBnXkFtZTcwMzA0Njk3OA@@._V1_.jpg;70039537;102;8.1;Dorothy Gale is swept away to a magical land in a tornado and embarks on a quest to see the Wizard who can help her return home.;0;1;0;0;0;1;1;0;0;0;0;0.5;0;0.13
The Wolf of Wall Street;tt0993846;;http://video-http.media-imdb.com/MV5BMTYwMjM5MTU4NV5BMTFeQW1wNF5BbWU4MDk5ODUyNTAx.mp4?Expires=1422403154&Signature=TPeQapseXsB2nnaJdffotVe1dEMOJktC9B6q8PCcMHZg-35lBAqAkMwNuNeUO2ytg0ANxWMOx8LfYAnmkkB0MQErHQxhSNmcpv1EGZbvOW2O2y84veSk5ZWs1QvBOs9oXGKAys1KHzwv7Jm5UhFBLMFZ-a45UVdhq2cN4yK0NS8_&Key-Pair-Id=APKAILW5I44IHKUN2DYA;2013;Martin Scorsese;Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey;http://ia.media-imdb.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_.jpg;;180;8.3;Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.;0;0;0;1;1;0;0;0;0;0;0;0;0.66;0
The Women;tt0032143;/m/02710m8;[];01/09/1939;George Cukor;Norma Shearer, Joan Crawford, Rosalind Russell, Mary Boland;http://ia.media-imdb.com/images/M/MV5BMTMyMTgyODE2Nl5BMl5BanBnXkFtZTcwNjMwNzMyMQ@@._V1_SX300.jpg;['60023378'];133;3.2;A study of the lives and romantic entanglements of various interconnected women.;0;0;0;1;0;0;0;0;0;0;0;0;0.585227273;0
The Wrestler;tt1125849;/m/03hj5lq;['http://www.youtube.com/watch?v=61-GFxjTyV0'];05/09/2008;Darren Aronofsky;Mickey Rourke, Marisa Tomei, Evan Rachel Wood, Mark Margolis;http://ia.media-imdb.com/images/M/MV5BMTc5MjYyOTg4MF5BMl5BanBnXkFtZTcwNDc2MzQwMg@@._V1_SX300.jpg;['70095145'];109;7.9;A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.;0;0;0;0;1;0;0;0;1;0;0;0;0.340909091;0
There Will Be Blood;tt0469494;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e38330&bitrateid=472&vendorid=102&type=.mp4;2007;Paul Thomas Anderson;Daniel Day-Lewis, Martin Stringer, Matthew Braden Stringer, Jacob Stringer;http://ia.media-imdb.com/images/M/MV5BMjA0NjE1ODEyNV5BMl5BanBnXkFtZTcwNDIzMzE5NQ@@._V1_.jpg;70075473;158;8.1;A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.;0;0;0;0;1;0;0;0;0;0;0;0;0.31;0
These Foolish Things;tt0439848;/m/02rr186;['http://www.youtube.com/watch?v=a2t7kUDMkDc'];10/03/2006;Julia Taylor-Stanley;Charlotte Lucas, Craig Rooke, Julia McKenzie, Roisin Goodall;http://ia.media-imdb.com/images/M/MV5BMTQ4OTkyNjQwMl5BMl5BanBnXkFtZTgwODI0MDA2MDE@._V1_SX300.jpg;['70081681'];107;6;A young actress seeks to follow in her famous mother's footsteps.;0;0;0;1;1;0;0;0;1;0;0;0.032478632;0.988636364;0
Think Like A Man;tt1621045;/m/0gwf191;['http://www.sonypictures.com/movies/thinklikeaman/'];23/03/2012;N/A;Michael Ealy, Jerry Ferrara, Meagan Good, Regina Hall;http://ia.media-imdb.com/images/M/MV5BMjExNTc4NDg3OV5BMl5BanBnXkFtZTcwNTMzNDAxNw@@._V1_SX300.jpg;[];94;8.1;Four friends conspire to turn the tables on their women when they discover the ladies have been using Steve Harvey's relationship advice against them.;0;0;0;1;0;0;0;0;1;0;0;0;0.585227273;0
This Christmas;tt0937375;/m/02xbnkx;[];25/10/2007;Preston A. Whitmore II;Delroy Lindo, Idris Elba, Loretta Devine, Chris Brown;http://ia.media-imdb.com/images/M/MV5BMjE0NDY5Mzk2OF5BMl5BanBnXkFtZTYwNzI3MDM4._V1_SX300.jpg;['70060013'];117;7.7;A Christmastime drama centered around the Whitfield family's first holiday together in four years.;0;0;0;1;1;0;0;0;1;0;0;0.032478632;0.988636364;0
This Is England;tt0480025;/m/0280061;['http://www.youtube.com/watch?v=CXDNsPRTANw'];12/09/2006;Shane Meadows;Thomas Turgoose, Stephen Graham, Jo Hartley, Andrew Shim;http://ia.media-imdb.com/images/M/MV5BMTM4NDY3MTcxMV5BMl5BanBnXkFtZTcwNjQyNzM1MQ@@._V1_SX300.jpg;['70061577'];101;7.9;A story about a troubled boy growing up in England, set in 1983. He comes across a few skinheads on his way home from school, after a fight. They become his new best friends even like family. Based on experiences of director Shane Meadows.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Thor;tt0800369;/m/062zjtt;['http://www.youtube.com/watch?v=JOddp-nlNvQ'];21/04/2011;Kenneth Branagh;Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins;http://ia.media-imdb.com/images/M/MV5BMTYxMjA5NDMzNV5BMl5BanBnXkFtZTcwOTk2Mjk3NA@@._V1_SX300.jpg;['70141586'];115;7.1;The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.;1;1;0;0;0;0;1;0;0;1;0;0.517948718;0;0.280334728
